location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,Curfew,CurfewStart,CurfewEnd,VaccineExempt,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,BusinessRestrictLevel,SchoolRestrictLevel,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes,ReReviewed
523,1,AL,Alabama,OtherBusinessClose,1,1,0,,,,,,,,FullClose,,,20200327,20200328,20200522,20200430,,,,"Closes the following non-essential business venues (with specific businesses in parentheses): entertainment venues (i.e., Night clubs, Bowling alleys, Arcades, Concert venues, Theaters, auditoriums, and performing arts centers, Tourist attractions (including museums and planetariums), Racetracks, Indoor childrens play areas, Adult entertainment venues, Casinos, Bingo halls, Venues operated by social clubs), athletic facilities and activities (i.e., Fitness centers and commercial gyms, Spas and public or commercial swimming pools, Yoga, barre, and spin facilities, Spectator sports, Sports that involve interaction with another person of closer than 6 feet, Activities that require use of shared sporting apparatus and equipment, Activities on commercial or public playground equipment), close contact service provides (i.e., Barber shops, Hair salons, Waxing salons, Threading salons, Nail salons and spas, Body-art facilities and tattoo services, Tanning salons, Massage-therapy establishments and massage services), and specific retail stores (i.e., Furniture and home-furnishings stores, Clothing, shoe, and clothing-accessory stores, Jewelry, luggage, and leather goods stores, Department stores, Sporting goods stores, Book, craft, and music stores). Not coding as a non-essential business closure given list of sectors (rather than a broader closure of all non-essential businesses and listing exceptions). Easing started on 20200430, allowing retail stores to reopen: https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf All businesses closed by this order are permitted to reopen as of 20200522: https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-052120.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-032720.pdf,20210109,Updated full entry,1
523,1,AL,Alabama,CaseIsolation,1,1,0,,,,,,,,,,,20200403,20200403,20210409,20200827,,,,"Anyone who tests positive for COVID-19 shall be quarantined in their place of residence for a period of 14 days, or other period of time as directed by the State Health Officer, after receiving positive results. Technically eased on 20200827, removing the 14-day requirement and deferring to time directed by the State Health Officer: https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/ Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://governor.alabama.gov/assets/2020/04/Safer-At-Home-Order-Signed-4.28.20.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,StayAtHome,1,1,0,,,,,,,,,,,20200403,20200404,20200430,,20200430,,,(quote) every person is ordered to stay at his or her place of residence except as necessary to perform any of the following (quote) essential activities (quote) (quote). Effective at 500 pm on 20200404. Ends on 20200430: https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,https://www.alabamapublichealth.gov/legal/assets/soe-covid19-040320.pdf,20210109,Updated PolicyCodingNotes,1
523,1,AL,Alabama,OtherBusinessClose,1,1,0,,,,,,,,OutdoorOnly,,,20200428,20200430,20210409,20200511,,,,"Allows for beaches to open to gatherings of 10 or fewer people, and anyone using beaches as to keep 6 ft distance or more. Coding as OutdoorOnly under BusinessRestrictLevel as this policy appears to permit beach useage but does not expressly allow indoor services at beaches to re-open. Further eases on 20200511, now only requring 6 ft distancing: https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf Extends to 20210122: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,OtherBusinessClose,1,1,0,,,,,,,,IndoorAllowed,,,20200428,20200430,20210409,20201108,,,,"Allows for in-person services for retail businesses if they are at 50 percent or lower capacity, ensure at least 6 ft distancing between customers, and enact sanitation and disinfection protocols. Further eased on 20201108, removing 50 pct capacity limit: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,PublicMask,0,1,0,,,,,,,,,,,20200428,20200430,20200731,,,,,Encourages people to wear face coverings around people from other households when it is necessary to leave the home,http://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,20210109,Updated PolicyCodingNotes,1
523,1,AL,Alabama,StayAtHome,0,1,0,,,,,,,,,,,20200428,20200430,20210409,,,,,"Continues recommendation for all individuals, especially vulnerable persons, to minimize travel outside the home. Extended to 20200831 https://governor.alabama.gov/assets/2020/07/2020-07-29-15th-Supplemental-SOE-COVID-19.pdf Extended to 20201002 https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20201108 https://governor.alabama.gov/assets/2020/09/2020-09-30-18th-Supplemental-SOE-COVID-19-1.pdf. Extended to 20201211: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf.  Extended to 20210122 https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/ https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-120920.pdf. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://governor.alabama.gov/assets/2020/04/Safer-At-Home-Order-Signed-4.28.20.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,BarRestrict,1,1,0,,,,,,,,IndoorAllowed,,,20200508,20200511,20210409,20200831,,,,"Eases bar and brewery restrictions such that on-premises consumption can happen, but party size must be limited to no more than 8 people and maintain at least 6 ft separation, employees must wear masks or facial coverings, and no self-serve services. Also encouraged to follow restaurant and bar guidelines https://alabamapublichealth.gov/covid19/assets/cov-sah-restaurants-bars.pdf Further eased on 20200831, allowing self-service drink stations to reopen: https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/ Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Further eased on 20210306 to remove party size limits, so long as parties maintain six feet distance: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf.",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,BusinessMask,1,1,0,,,,,,,,,,,20200508,20200511,20210409,,,,,"Requires that employees wear a mask or facial covering when interacting with customers and clients at the following businesses: close contact personal care services, athletic facilities, restaurants and bars. On 20200716, expanded more broadly with statewide mask mandate: https://governor.alabama.gov/assets/2020/07/Safer-at-Home-Order-Mask-Amendment-7.15.2020-FINAL.pdf Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,GathRestrict,1,1,0,,,,,,,,,,,20200508,20200511,20210409,,,,,"Eases restrictions gathering restrictions, now only requiring that all non-work related gatherings that cannot maintain a consistent 6 ft distance between persons from different households as being prohibited. Religious gatherings are strongly encouraged to follow places of worship guidelines https://www.alabamapublichealth.gov/covid19/assets/cov-sah-worship.pdf Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,RestaurantRestrict,1,1,0,,,,,,,,IndoorAllowed,,,20200508,20200511,20210409,20200831,,,,"Eases restaurant restrictions such that on-premises consumption can happen, but party size must be limited to no more than 8 people and maintain at least 6 ft separation, employees must wear masks or facial coverings, and no self-serve services (eg buffets). Also encouraged to follow restaurant and bar guidelines https://alabamapublichealth.gov/covid19/assets/cov-sah-restaurants-bars.pdf Somewhat eases on 20200831, allowing for self-services to resume: https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/ Extends to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Further eased on 20210306 to remove party size limits, so long as 
parties maintain six feet distance: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf.",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,OtherBusinessClose,1,1,0,,,,,,,,IndoorAllowed,,,20200521,20200522,20210409,20201108,,,,"Eases restrictions on entertainment venues, permitting them to re-open at no more than 50 pct capacity, comply with at least 6 ft distancing among patrons, santitation protocols. Athletic activities previously prohibited, such as team sports practices, are permitted to resume as of 20200522 as well, conditional on following proper social distancing (at least 6 ft distancing, sanitation, etc). Eased on 20201108, removing 50 pct capacity limits for entertainment venues: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-052120.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,SchoolMask,1,1,0,,,,,,,,,,,20200521,20200601,20210409,,,,,"(quote) Employees shall, to the greatest extent practicable, wear a mask or other facial covering that covers his or her nostrils and mouth at all times when in regular interaction within six feet of a person from a different household (quote). Does not require students to wear masks at this time. On 20200716, expands mandate to apply to schools more broadly: https://governor.alabama.gov/assets/2020/07/Safer-at-Home-Order-Mask-Amendment-7.15.2020-FINAL.pdf Extended to 20210122: https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-052120.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
523,1,AL,Alabama,PublicMask,1,1,0,,,,,,,,,,Mandate2,20200715,20200716,20210409,,,,,"Mandates that all Alabamans wear a mask when in an indoor space open to the general public (and where 6 ft distancing is not possible), a vehicle operated by a transportation service, or an outdoor public space where ten or more people are gathered. Exceptions for people under six or who are medically unable to wear a mask. Coded as Mandate2 because although masks are required in both indoor and outdoor spaces, the parameters on the spaces involved are relatively narrow (for instance, masks are only required in outdoor spaces if ten or more people are present). Extended to 20200831 https://governor.alabama.gov/assets/2020/07/2020-07-29-15th-Supplemental-SOE-COVID-19.pdf Extended to 20201002 https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20201108 https://governor.alabama.gov/assets/2020/09/2020-09-30-18th-Supplemental-SOE-COVID-19-1.pdf. Extended to 20201211: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf.  Extended to 20210122 https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/ https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-120920.pdf. Extended to 20210305 https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-012121.pdf. Extended to 20210409: https://governor.alabama.gov/assets/2021/03/2021-03-04-23rd-Supplemental-SOE-COVID-19.pdf",https://governor.alabama.gov/assets/2020/07/Safer-at-Home-Order-Mask-Amendment-7.15.2020-FINAL.pdf,20210309,Updated DateExpiry and PolicyCodingNotes,1
524,2,AK,Alaska,StayAtHome,0,0,0,,,,,,,,,,,20200310,20200310,,,,,,"Recommendation for higher risk Alaskans to stay at home as much as possible. Higher risk is defined as (quote) People who are over 60, and anyone who has serious chronic health conditions such as heart and lung disease, and diabetes (quote)",https://gov.alaska.gov/wp-content/uploads/sites/2/03102020-SOA-COVID-19-Health-Alert-1.pdf,20210209,,1
524,2,AK,Alaska,EmergDec,1,1,0,,,,,,,,,,,20200311,20200311,20210214,,20210214,,,"Public Health Disaster Emergency emergency declared. Extended on 20201116 until 20201216: https://gov.alaska.gov/wp-content/uploads/sites/2/Disaster-Declaration-11.6.2020.pdf. Extended to 20210115: https://gov.alaska.gov/wp-content/uploads/sites/2/12.15.2020-COVID-Disaster-Declaration.pdf. Extended to 20210214: https://covid19.alaska.gov/wp-content/uploads/2021/01/01.15.21-Disaster-Declaration.pdf. On 20210214, the Public Health Disaster Emergency has been allowed to expire and will not be extended. An order issued by the Governor will serve as a temporary extension to measures still in place until individual policies begin to be phased out by the Legislature and Executive, ordering (quote) 1. All Commissioners and state employees must continue to operate in a manner that prioritizes the health and safety of the citizens of Alaska. 2. All State departments, agencies, or instrumentalities must continue to operate with the same guidance and direction that has previously been provided in order to respond to the effects of COVID-19. 3. All mitigation efforts for the health and safety of State employees remain in effect. 4. By the close of business on Tuesday, February 16, 2021, please provide the Chief of Staff with a summary that evaluates each element of the January 15, 2021 Disaster Declaration that affects your department so that we can prepare to address them in an orderly fashion and conduct a methodical return to normal state operations in a manner that prioritizes the health and safety of Alaskans. (quote). https://gov.alaska.gov/wp-content/uploads/sites/2/02.14.21-Memo-to-Commissioners-re-Health-and-Safety.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/COVID-19-Disaster-Packet.pdf,20210115,Updated DateEnded and PolicyCodingNotes ,1
524,2,AK,Alaska,SchoolClose,1,1,0,,,,,,,,,NoInPerson,,20200313,20200316,,,20200727,,,"First issuance is schools staying closed until March 30 (i.e., extending spring break), issued 20200313 https://www.alaskapublic.org/2020/03/13/governor-says-all-k-12-students-in-alaska-to-attend-no-contact-school-until-march-30/ ...all public and private schools closed on 20200320 https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-008.pdf, extended to end of the school year. Alaska Smart Start 2020 framework released on 20200520 and updated document on 20200727. Framework details how school districts can choose to reopen and provides guidance for those determined as low, medium and high risk environments https://education.alaska.gov/news/COVID-19/Alaska%20Smart%20Start%202020%20Framework%20Guidance.pdf.  Grants local districts the authority to determine whether to operate in-person, online, or a hybrid contingent on the school district's assessment of the risk level, ending the SchoolClose: https://education.alaska.gov/news/COVID-19/Alaska%20Smart%20Start%202020%20Framework%20Guidance.pdf",https://gov.alaska.gov/home/covid19-healthmandates/,20210209,Added NoInPerson to SchoolRestrictLevel,1
524,2,AK,Alaska,OtherBusinessClose,1,1,0,,,,,,,,FullClose,,,20200316,20200317,,20200508,,,,"All state-operated libraries, archives, and museums are to be closed from March 17 through March 31. Expiry date to be coded as 20200401, and then incorporated into the non-essential business closure. Eased on 20200508, permitting reopening at 25 pct capacity: https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03.16.20-COVID-19-Health-Mandate-002.pdf,20210209,"Added FullClose to BusinessRestrictLevel, updated PolicyCodingNotes, removed DateEnded",1
524,2,AK,Alaska,Quarantine,1,1,0,,,,,,,,,,,20200317,20200317,20210214,20200606,20210214,20200811,20201016,"Mandates that all persons who travel from CDC Level 3 countries or areas with ongoing community spread, such as Europe, stay home and avoid contact with others. (quote) Contact your employer and do not go to work or school for a 14-day period after you return (quote). No expiration date provided. Not listing any locations under AppliesTo at present. Mandates 14 day quarantine for all people arriving in Alaska from anywhere else. A 20200424 health order extends this without any expiry https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  Eased on 20200606: All people arriving in Alaska from outside the state must self-quarantine for 14 days unless the traveler has tested negative for COVID-19 within 72 hours of departure, or the traveler has a negative test from 5 days before and obtains another negative test upon arrival in Alaska, or the traveler gets tested upon arrival and self-quarantines until results, or the traveler is an Alaskan resident returning from trips of five days or less, or the traveler is a critical infrastructure employee. https://covid19.alaska.gov/wp-content/uploads/2020/06/06012020-COVID-MANDATE-010.pdf. The order is expanded on 20200811:  https://covid19.alaska.gov/wp-content/uploads/2020/08/08062020-COVID-MANDATE-010-REVISED.pdf. Eased on 20201016: The requirement for people flying into Alaska without a negative test is now five days (previously 7-14 days). This means that travelers into the state will no longer have to take a second test to leave quarantine. Also, Alaskans will be able to travel out of state for up to 72 hours without requiring a test, previously 24 hours. https://covid19.alaska.gov/wp-content/uploads/2020/10/10152020-COVID-MANDATE-010-REVISED.pdf. Extended on 20201116: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-6-lnternational-and-Interstate-Travel.pdf. Extended to 20210115: https://covid19.alaska.gov/wp-content/uploads/2020/12/Outbreak-Health-Order-No-6-International-and-Interstate-Travel-DD3.pdf. Extended to 20210214: https://covid19.alaska.gov/wp-content/uploads/2021/01/01.15.21-Outbreak-Health-Order-No-6-International-and-Interstate-Travel-DD4.pdf. Ended on 20210214 when Public Health Emergency allowed to expire, replaced with recommendations. https://covid19.alaska.gov/wp-content/uploads/2021/02/02.14.21-Health-Advisory-2-International-and-Interstate-Travel.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-004.pdf,20210221,"Added DateEnded, updated PolicyCodingNotes",1
524,2,AK,Alaska,BarRestrict,1,1,0,,,,,,,,TakeawayOnly,,,20200317,20200318,,20200508,,,,"Limited operations required: bars and breweries trucks, self-service dining. Easing as part of Phase II on 20200508. https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20210209,"Added TakeawayOnly to BusinessRestrictLevel, Removed DateEnded",1
524,2,AK,Alaska,OtherBusinessClose,1,1,0,,,,,,,,FullClose,,,20200317,20200318,,20200508,,,,"Business closures are expanded to include all entertainment facilities (including theaters, gyms, bowling alleys, bingo halls). Eased on 20200424, allowing gyms to reopen for outdoor services: https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf Last group of businesses permitted to reopen on 20200508, at 25 pct capacity",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20210209,,1
524,2,AK,Alaska,RestaurantRestrict,1,1,0,,,,,,,,TakeawayOnly,,,20200317,20200318,,20200424,,,,"Limited operations required: restaurants, food trucks, self-service dining. Easing began on 20200424 https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20210209,"Added TakeawayOnly to BusinessRestrictLevel, Removed DateEnded",1
524,2,AK,Alaska,GathRestrict,1,0,0,,,,10,10,10,10,,,,20200320,20200321,,,,,,(quote) no gatherings of more than 10 people may take place (quote). Mandated for Fairbanks North Star Borough and Kethikan Gateway Borough only. No expiry provided.,https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-007.pdf,20200804,,1
524,2,AK,Alaska,OtherBusinessClose,1,0,0,,,,,,,,FullClose,,,20200320,20200321,,,,,,"Closure required: hair salons, day spas, nail salons, barber shops, tattoo shops, body piercings, massage therapy, tanning. Mandated for Fairbanks North Star Borough and Kethikan Gateway Borough only.",https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-007.pdf,20210209,,1
524,2,AK,Alaska,GathRestrict,1,1,0,,,,10,10,10,10,,,,20200323,20200324,,,,,,"(quote) No gatherings of more than 10 people may take place (quote), and requires at least 6 ft distancing for gatherings that do occur. No clear exemptions for religious gatherings. Issued 20200323, in effect on 20200324 at 5 pm. Now applies statewide.",https://gov.alaska.gov/home/covid19-healthmandates/,20210209,Changed PolicyCodingNotes,1
524,2,AK,Alaska,OtherBusinessClose,1,1,0,,,,,,,,FullClose,,,20200323,20200324,,20200424,,,,"Statewide closure required: hair salons, day spas, nail salons, barber shops, tattoo shops, body piercings, massage therapy, tanning. 20200409 update removed expiry of 20200421. Limited operations allowed starting 20200424 conditional on meeting health and safety mandates: https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  ",https://gov.alaska.gov/home/covid19-healthmandates/,20210209,"Added FullClose to BusinessRestrictLevel, updated PolicyCodingNotes, removed DateEnded",1
