location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
524,2,AK,Alaska,NEBusinessClose,1,1,,,,,,20200327,20200328,,20200424,20200522,,,In effect as of 5 pm on 20200328. The 20200424 order allows non-essential businesses to re-open to in-person services conditional on meeting health and safety mandates https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200524,Updated DateEnded to 20200522
524,2,AK,Alaska,StayAtHome,1,1,,,,,,20200327,20200328,,,20200424,,,"In effect as of 5 pm on 20200328. The 20200424 order indicates the following (quote) Individuals are no longer required to stay home as previously required (quote), effectively ending the order. https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEnded as 20200424 order indicates individuals are no longer required to stay at home
524,2,AK,Alaska,TravelRestrictIntra,1,1,,,,,,20200327,20200328,,20200424,,,,Travel between communities banned unless for critical personal or infastructure needs. A 20200409 update to health order removed initial expiry. The 20200424 order eased intra-state restrictions https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf ,https://gov.alaska.gov/newsroom/2020/03/27/governor-issues-covid-19-health-mandates-on-social-distancing-limiting-intrastate-travel-2/,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEased
524,2,AK,Alaska,PublicMask,0,1,,,,,,20200403,20200403,,,,,,"Highly recommended for all Alaskans: wear a cloth face covering in public settings where other social distancing measures are difficult to maintain. On 20200424, strengthened phrasing, (quote) In all gatherings that include multiple households, cloth face coverings should be worn by all participants (quote): https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",http://dhss.alaska.gov/dph/Epi/id/SiteAssets/Pages/HumanCoV/SOA_04032020_HealthAlert010_ClothFaceCoverings.pdf,20200426,
524,2,AK,Alaska,PublicMask,1,1,,,,,Mandate1,20200422,20200424,,,20200522,,,"Requires patrons to wear cloth face coverings when at retail businesses, personal care services (except for being able to be removed for a short time during necessary services - otherwise, must be worn at all other times including when entering and exiting the shop). On pdf page 30 of the mandate, also includes the following under indoor gatherings: (quote) At gatherings including non-household members, cloth face coverings must be worn, when possible. (quote) Coding to a Mandate1 for PublicMaskLevel as it applies to very limited settings. Health Mandate 16 is no longer in effect as on 20200522 with Alaska going to Phase 3: https://gov.alaska.gov/newsroom/2020/05/19/governor-announces-phase-three-of-reopen-alaska-responsibly-plan/",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200721,Added DateEnded of 20200522
524,2,AK,Alaska,CaseIsolation,1,1,,,,,,20200424,20200424,,,,,,"(quote) Any family member who is ill with COVID-19 must be immediately isolated in their home or permitted place of residence of isolation (quote). Details how people who exhibit symptoms of COVID-19 must not leave their dwelling within 72 hours of their last fever, and then individuals who have known exposure to indivduals who tested positive for COVID-19 shall self-quarantine for 14 days following the last exposure. Also refers to CDC guidelines https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Fguidance-prevent-spread.html",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200426,
524,2,AK,Alaska,GathRestrict,1,1,20,20,20,20,,20200424,20200424,,20200508,,,,"No gathering larger than 20 people is allowed, which includes the minimum number of necessary personnel to facilitate the event, or 25 percent maximum occupancy (whichever is smaller). Gatherings including non-household members, cloth face coverings must be worn, whenver possible. Also applies to religious gatherings.",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200803,Updated entry to new gathering system and added numeric variables
524,2,AK,Alaska,GathRestrict,1,1,50,50,50,50,,20200507,20200508,,,20200522,,,"Part II of recovery phase includes prohibition on gatherings of 50 or more. Ended 20200522, as as gathering limits became a recommendation https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf",https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf,20200805,"Removed DateEased and added DateEnded of 20200522, updated entry to new gathering system and added numeric variables"
524,2,AK,Alaska,TravelRestrictIntra,1,0,,,,,,20200511,20200512,,20200605,,,,"According to Health Mandate 0018: Intrastate Travel Between Communities Located Off The Road System or The Marine Highway System Is Now Permitted, but subject to local travel restrictions.",https://covid19.alaska.gov/wp-content/uploads/2020/06/06052020-Phase-III-IV-Mandate-018-Revised-.pdf,20200623,This may need to be ended depending on the decision we make for AK0051. 
524,2,AK,Alaska,GathRecom,0,1,,,,,,20200519,20200522,,,,,,Any proposed large public gatherings such as festivals and concerts need to consult first with public health before scheduling.,https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf,20200803,Updated entry to new gathering system and added numeric variables
524,2,AK,Alaska,PublicMask,1,1,,,,,Mandate1,20200722,20200722,,,,,,"(quote) the following workplace policy is being implemented by the Office of the Governor: All employees, contractors, and visitors to State of Alaska facilities must wear a facemask if social distancing of at least six feet or more between individuals cannot be maintained. This applies to entryways, hallways, stairwells, elevators, enclosed parking areas, and personal offices where a six-foot distance cannot be exercised. (quote) Coding to a Mandate1 for PublicMaskLevel as it applies to very limited settings.",http://doa.alaska.gov/dop/fileadmin/DirectorsOffice/COVID19messages/072220_GovernorMemo_FaceCover.htm,20200905,
525,4,AZ,Arizona,EmergDec,1,1,,,,,,20200311,20200311,,,,,,Emergency Declaration/Public Health Emergency,https://azgovernor.gov/sites/default/files/declaraton_0.pdf,20200324,
525,4,AZ,Arizona,SchoolClose,1,1,,,,,,20200315,20200316,,,20200817,,,"Public school closure. Statewide closure of all schools as of 20200320. Extended to the end of the academic year on 20200330 https://azgovernor.gov/governor/news/2020/03/governor-ducey-superintendent-hoffman-announce-extension-school-closures Extended through 20200817 https://azgovernor.gov/file/35148/download?token=jFLDklga Open for Learning plan announced on 20200723 which eases school closures on public and charters, but does not eliminate them completely (quote) all districts shall begin distance learning beginning August 17 (quote) https://azgovernor.gov/governor/news/2020/07/arizona-open-learning",https://azgovernor.gov/governor/news/2020/03/governor-doug-ducey-and-superintendent-kathy-hoffman-announce-closure-arizona,20200826,To confirm if this is an End
525,4,AZ,Arizona,BarRestrict,1,0,,,,,,20200319,20200320,,,,,,"Limited operations required (take-away, delivery, etc. only if the proper licenses were provided): bars (for places in counties with COVID19), to be enacted on 20200320. Extended restrictions on 20200723 https://azgovernor.gov/sites/default/files/eo_2020-52_continuation_of_eo_2020-43.pdf",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20200703,
525,4,AZ,Arizona,OtherBusinessClose,1,0,,,,,,20200319,20200320,,,,,,"Closure required: movie theaters, indoor gyms, fitness clubs, bars. In effect at close of business on 20200320. Only applicable to counties with confirmed COVID-19",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20200510,Removed DateEased from this entry
525,4,AZ,Arizona,RestaurantRestrict,1,0,,,,,,20200319,20200320,,,,,,"Limited operations required (take-away, delivery, etc only): restaurants (for places in counties with COVID19), to be enacted on 20200320.",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20200703,Remove bars from entry
525,4,AZ,Arizona,BarRestrict,1,1,,,,,,20200330,20200331,,20200516,,20200629,20200827,"Via stay-at-home order, bar operations limited to delivery, takeout etc (conditional on proper licensing) for all counties. Easing began on 20200516 https://azgovernor.gov/file/34745/download?token=kz_fRE5B Required bars to close to on-site consumption (still can have delivery, takeout, drive-thru if properly licensed) on 20200629 https://azgovernor.gov/governor/news/2020/06/further-action-reverse-covid-19-spread-arizona Extended restrictions on 20200723 https://azgovernor.gov/sites/default/files/eo_2020-52_continuation_of_eo_2020-43.pdf On 20200827, counties that moved to yellow and green transmission levels could re-open at 50 pct capacity with additional mitigation requirements and restrictions: https://directorsblog.health.azdhs.gov/positive-news-for-az-counties-in-the-moderate-transmission-level-moving-into-next-phase-of-safely-reopening/","https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200901,"Added DateReeased1 of 20200827, updated PolicyCodingNotes"
525,4,AZ,Arizona,GathRestrict,1,1,,,,,,20200330,20200331,20200516,,20200516,,,First gathering restriction activated with stay-at-home order. Extended to 20200516 https://azgovernor.gov/file/34712/download?token=aWa7Jw6L. Ended on 20200516 https://azgovernor.gov/file/34817/download?token=9X8aggcf (shall maximize physical distance has now become should) Gatherings of more than 50 people are prohibited from 20200629 Extended gathering restrictions to limit gatherings to 50 people on 20200723 https://azgovernor.gov/sites/default/files/eo_2020-52_continuation_of_eo_2020-43.pdf,"https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200803,Deleted DateReexpanded1 based on new gathering row. 
525,4,AZ,Arizona,OtherBusinessClose,1,1,,,,,,20200330,20200331,,20200504,,20200629,20200827,"Via stay-at-home order, earlier business closures became applicable to all counties and additional ones occurred (i.e., in-person retail, close contact personal services). Easing began on 20200504, allowing retailers to have curbside pick up https://azgovernor.gov/file/34712/download?token=aWa7Jw6L . Further easing on 20200516 allowing businesses to reopen subject to guidelines: https://azgovernor.gov/file/34817/download?token=9X8aggcf Enhanced restrictions on 20200617 https://azgovernor.gov/sites/default/files/eo_2020-40.pdf Reintroduces business closures on 20200629 for gyms, indoor movie theaters, water parks https://azgovernor.gov/governor/news/2020/06/further-action-reverse-covid-19-spread-arizona Extended business closures on 20200723 https://azgovernor.gov/sites/default/files/eo_2020-52_continuation_of_eo_2020-43.pdf On 20200827, counties in yellow and green transmission levels can re-open gyms (25 pct for yellow, 50 pct capacity for green), movie theaters, tubing and water parks at 50 pct capacity and with additional mitigation requirements: https://directorsblog.health.azdhs.gov/positive-news-for-az-counties-in-the-moderate-transmission-level-moving-into-next-phase-of-safely-reopening/","https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200901,"Added DateReeased1 of 20200827, updated PolicyCodingNotes"
525,4,AZ,Arizona,RestaurantRestrict,1,1,,,,,,20200330,20200331,,20200511,,20200711,,"Via stay-at-home order, restaurant operations became limited to delivery, takeout etc for all counties. Easing began on 20200511 https://azgovernor.gov/file/34745/download?token=kz_fRE5B Enhanced guidance on 20200617, but not full re-expansion https://azgovernor.gov/sites/default/files/eo_2020-40.pdf On 20200711, re-introduces restrictions on restaurants, requiring those with indoor seating to operate a not more than 50 pct of capacity (previously no capacity limits, indoors or outdoors), physical distancing is adhered to (at least 6 ft between tables), closes all buffets, cafeteria style and self-service food bars. https://azgovernor.gov/sites/default/files/eo_2020-47.pdf","https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200710,Added DateReexpanded1 of 20200711
525,4,AZ,Arizona,StayAtHome,1,1,,,,,,20200330,20200331,20200516,,20200516,,,Extended stay-at-home to 20200516 https://azgovernor.gov/file/34712/download?token=aWa7Jw6L . StayAtHome ends on 20200516 https://azgovernor.gov/file/34817/download?token=9X8aggcf as only vulnerable individuals are now urged to stay at home,"https://azgovernor.gov/executive-orders/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0_0%20(2).pdf
",20200512,Updated DateEnded to 20200516
525,4,AZ,Arizona,Quarantine,1,1,,,,,,20200407,20200409,,,,,,"Quaranatine on any individuals entering Arizona from NY, NJ, CT as point of travel origin. Quarantine is 14 days long with exceptions for essential service providers",https://azgovernor.gov/sites/default/files/eo-2020-24.pdf,20200408,Added clarifying language in PolicyNotes regarding quarantine summary
525,4,AZ,Arizona,GathRecom,0,1,,,,,,20200512,20200516,,,,,,"Ends gathering restrictions on 20200516, only advises people to maintain physical distance",https://azgovernor.gov/file/34817/download?token=9X8aggcf,20200805,
525,4,AZ,Arizona,PublicMask,0,1,,,,,,20200617,20200618,,,,,,"Indicates that any jurisdiction (county, city, town) may adopt policies regarding face coverings in public for the purpose of mitigating the spread of COVID-19. Considered a recommendation at present based on the EO and accompanying press release about increasing awareness about face-covering https://azgovernor.gov/governor/news/2020/06/governor-ducey-announces-enhanced-covid-19-action-plan",https://azgovernor.gov/sites/default/files/eo_2020-40.pdf,20200703,
525,4,AZ,Arizona,GathRestrict,1,1,50,50,50,50,,20200629,20200629,,,,,,Re-introduces gatherings restrictions and specifies a limit of 50 people. Extended to 20200810: https://azgovernor.gov/sites/default/files/eo_2020-52_continuation_of_eo_2020-43.pdf Extended beyond 20200810: https://azgovernor.gov/governor/news/2020/08/arizona-department-health-services-phased-reopening-plan-paused-industries,https://azgovernor.gov/file/35147/download?token=4zgksq5W,20200901,Removed DateExpiry
526,5,AR,Arkansas,EmergDec,1,1,,,,,,20200311,20200311,20201015,,,,,Public Health Emergency. Extended on 20200505. Extended to 20201015 https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-45.pdf,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-03.__1.pdf,20200818,Updated DateExpiry to 20201015 and PolicyCodingNotes
526,5,AR,Arkansas,SchoolClose,1,1,,,,,,20200315,20200317,,,20200824,,,Initial closure in effect 20200317. On 20200406 order that all public schools to remain closed through remainder of academic year https://governor.arkansas.gov/news-media/press-releases/governor-hutchinson-announces-all-schools-to-remain-closed-for-remainder-of,http://adecm.arkansas.gov/ViewApprovedMemo.aspx?id=4328,20200812,Added DateEnded to 20200824
526,5,AR,Arkansas,OtherBusinessClose,1,1,,,,,,20200316,20200317,,20200518,,,,"Directive to close casinos. On 20200404 extended with no expiry https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf, closure announced in May 7 presser of governor.",https://www.healthy.arkansas.gov/images/uploads/pdf/ADH_Casinos_Directive.pdf,20200606,Added DateEased of 20200518
526,5,AR,Arkansas,BarRestrict,1,1,,,,,,20200319,20200319,,20200526,,,,Limited operations required: bars. Limited operations can begin on 20200526 https://www.healthy.arkansas.gov/images/uploads/pdf/directive_bars_and_clubs.pdf Further easing on 20200615 https://www.healthy.arkansas.gov/images/uploads/pdf/directive_bars_phase_II.pdf,https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,20200708,
