location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,Curfew,CurfewStart,CurfewEnd,InGathLim,OutGathLim,InGathLimReligious,OutGathLimReligious,BusinessRestrictLevel,SchoolRestrictLevel,PublicMaskLevel,DateIssued,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes,ReReviewed
523,1,AL,Alabama,StayAtHome,1,1,0,,,,,,,,,,20200403,20200404,20200430,,20200430,,,Goes into effect at 5 pm on 20200403. The 20200428 order ended the stay-at-home https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,http://www.alabamapublichealth.gov/legal/assets/soe-covid19-stamped-040320.pdf,20200501,Added DateEnded of 20200430,0
523,1,AL,Alabama,PublicMask,0,1,0,,,,,,,,,,20200428,20200430,20200731,,,,,Recommendation from the Gov in the Safer At Home order. ,http://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-042820.pdf,20200701,Updated DateExpiry to 20200731,0
523,1,AL,Alabama,StayAtHome,0,1,0,,,,,,,,,,20200428,20200430,20210122,,,,,"Continues recommendation for all individuals, especially vulnerable persons, to minimize travel outside the home. Extended to 20200831 https://governor.alabama.gov/assets/2020/07/2020-07-29-15th-Supplemental-SOE-COVID-19.pdf Extended to 20201002 https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20201108 https://governor.alabama.gov/assets/2020/09/2020-09-30-18th-Supplemental-SOE-COVID-19-1.pdf. Extended to 20201211: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf.  Extended to 20210122 https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/ https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-120920.pdf",https://governor.alabama.gov/assets/2020/04/Safer-At-Home-Order-Signed-4.28.20.pdf,20201211,Updated DateExpiry to 20200122 and PolicyCodingNotes,0
523,1,AL,Alabama,GathRestrict,1,1,0,,,,,,,,,,20200508,20200511,20210122,,,,,Eases restrictions prohibiting specific gathering sizes (requires physical distancing of 6 ft). Extended to 20200831: https://governor.alabama.gov/assets/2020/07/2020-07-29-15th-Supplemental-SOE-COVID-19.pdf Extended to 20201002 https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20201108 https://governor.alabama.gov/assets/2020/09/2020-09-30-18th-Supplemental-SOE-COVID-19-1.pdf. Extended to 20201211: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf.  Extended to 20210122 https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/ https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-120920.pdf,https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-050820.pdf,20201211,Updated DateExpiry to 20200122 and PolicyCodingNotes,0
523,1,AL,Alabama,PublicMask,1,1,0,,,,,,,,,Mandate2,20200715,20200716,20210122,,,,,"Mandates that all Alabamans wear a mask when in an indoor space open to the general public, a vehicle operated by a transportation service, or an outdoor public space where ten or more people are gathered. Exceptions for people under six or who are medically unable to wear a mask. Coded as Mandate2 because although masks are required in both indoor and outdoor spaces, the parameters on the spaces involved are relatively narrow (for instance, masks are only required in outdoor spaces if ten or more people are present). Extended to 20200831 https://governor.alabama.gov/assets/2020/07/2020-07-29-15th-Supplemental-SOE-COVID-19.pdf Extended to 20201002 https://governor.alabama.gov/newsroom/2020/08/seventeenth-supplemental-state-of-emergency-coronavirus-covid-19/. Extended to 20201108 https://governor.alabama.gov/assets/2020/09/2020-09-30-18th-Supplemental-SOE-COVID-19-1.pdf. Extended to 20201211: https://governor.alabama.gov/assets/2020/11/2020-11-05-19th-Supplemental-SOE-COVID-19.pdf.  Extended to 20210122 https://governor.alabama.gov/newsroom/2020/12/twentieth-supplemental-state-of-emergency-coronavirus-covid-19/ https://www.alabamapublichealth.gov/legal/assets/order-adph-cov-gatherings-120920.pdf",https://governor.alabama.gov/assets/2020/07/Safer-at-Home-Order-Mask-Amendment-7.15.2020-FINAL.pdf,20201211,Updated DateExpiry to 20200122 and PolicyCodingNotes,0
524,2,AK,Alaska,EmergDec,1,1,0,,,,,,,,,,20200311,20200311,20210115,,,,,Public Health Emergency. Extended on 20201116 until 20201216: https://gov.alaska.gov/wp-content/uploads/sites/2/Disaster-Declaration-11.6.2020.pdf. Extended to 20210115: https://gov.alaska.gov/wp-content/uploads/sites/2/12.15.2020-COVID-Disaster-Declaration.pdf.,https://gov.alaska.gov/wp-content/uploads/sites/2/COVID-19-Disaster-Packet.pdf,20201218,Updated DateExpiry and PolicyCodingNotes ,0
524,2,AK,Alaska,SchoolClose,1,1,0,,,,,,,,,,20200313,20200316,,,20200727,,,"First issuance is schools staying closed until March 30 (i.e., extending spring break), issued 20200313 https://www.alaskapublic.org/2020/03/13/governor-says-all-k-12-students-in-alaska-to-attend-no-contact-school-until-march-30/ ...all public and private schools closed on 20200320 https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-008.pdf, extended to end of the school year. Alaska Smart Start 2020 framework released on 20200520 and updated document on 20200727. Framework details how school districts can choose to reopen and provides guidance for those determined as low, medium and high risk environments https://education.alaska.gov/news/COVID-19/Alaska%20Smart%20Start%202020%20Framework%20Guidance.pdf.  Grants local districts the authority to determine whether to operate in-person, online, or a hybrid contingent on the school district's assessment of the risk level, ending the SchoolClose: https://education.alaska.gov/news/COVID-19/Alaska%20Smart%20Start%202020%20Framework%20Guidance.pdf",https://gov.alaska.gov/home/covid19-healthmandates/,20200818,Updated DateEnded and PolicyNotes,0
524,2,AK,Alaska,OtherBusinessClose,1,1,0,,,,,,,,,,20200316,20200317,,20200424,20200522,,,"All libraries, archives, and museums to be closed March 17-31. Extensions and expansions, including one on 20200409, removed expiry date. 20200422 executive order began easing of restrictions conditional on meeting extensive health safety guidelines https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03.16.20-COVID-19-Health-Mandate-002.pdf,20200524,Updated DateEnded to 20200522,0
524,2,AK,Alaska,BarRestrict,1,1,0,,,,,,,,,,20200317,20200318,,20200508,20200522,,,"Limited operations required: bars and breweries trucks, self-service dining. Easing as part of Phase II on 20200508. https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20200708,,0
524,2,AK,Alaska,RestaurantRestrict,1,1,0,,,,,,,,,,20200317,20200318,,20200424,20200522,,,"Limited operations required: restaurants, food trucks, self-service dining. Easing began on 20200424 https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://gov.alaska.gov/wp-content/uploads/sites/2/03172020-SOA-COVID-19-Health-Mandate-003.pdf,20200708,Removed bars from entry,0
524,2,AK,Alaska,GathRestrict,1,0,0,,,10,10,10,10,,,,20200320,20200321,,,,,,(quote) no gatherings of more than 10 people may take place (quote). Mandated for Fairbanks North Star Borough and Kethikan Gateway Borough only. No expiry provided.,https://gov.alaska.gov/wp-content/uploads/sites/2/03202020-SOA-COVID-19-Health-Mandate-007.pdf,20200804,,0
524,2,AK,Alaska,StayAtHome,1,0,0,,,,,,,,,,20200320,20200322,20200401,,,,,"Only applicable to Anchorage. Enacted at 10 pm on 20200322, was effectively replaced by the statewide StayAtHome order on 20200328. Expired on 20200401 since order was through 1159pm https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf ",https://www.muni.org/departments/mayor/pressreleases/documents/eo-03.pdf,20200623,"Updated DateExpiry, old date was 20200331, but was in effect through 1159 pm so recoded to 20200401",0
524,2,AK,Alaska,GathRestrict,1,1,0,,,10,10,10,10,,,,20200323,20200324,,20200424,,,,"Issued 20200323, in effect on 20200324. Eased on 20200424 with new mandate that bans gathering no more than 20.",https://gov.alaska.gov/home/covid19-healthmandates/,20200805,"Removed DateEnded, Added DateEased of 20200424",0
524,2,AK,Alaska,OtherBusinessClose,1,1,0,,,,,,,,,,20200323,20200324,,20200424,20200522,,,"Closure required: hair salons, day spas, nail salons, barber shops, tattoo shops, body piercings, massage therapy, tanning. 20200409 update removed expiry of 20200421. Limited operations allowed starting 20200424 conditional on meeting health and safety mandates: https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  Eased for indoor entertainment centers on 20200508 and for gyms and fitness centers on 20200507. ",https://gov.alaska.gov/home/covid19-healthmandates/,20200524,Updated DateEnded to 20200522,0
524,2,AK,Alaska,Quarantine,1,1,0,,,,,,,,,,20200323,20200325,20210115,20201015,,,,"Mandates 14 day quarantine for all people arriving in Alaska from anywhere else. A 20200424 health order extends this without any expiry https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf  A 20200601 health order extends it to 20200606 https://covid19.alaska.gov/wp-content/uploads/2020/06/06012020-COVID-MANDATE-010.pdf. The order is extended and amended on 20200811 https://covid19.alaska.gov/wp-content/uploads/2020/08/08062020-COVID-MANDATE-010-REVISED.pdf. Eased on 20201015. The requirement for people flying into Alaska without a negative test is now five days (previously 7-14 days). This means that travelers into the state will no longer have to take a second test to leave quarantine. Also, Alaskans will be able to travel out of state for up to 72 hours without requiring a test, previously 24 hours. https://covid19.alaska.gov/wp-content/uploads/2020/10/10152020-COVID-MANDATE-010-REVISED.pdf. Extended on 20201116: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-6-lnternational-and-Interstate-Travel.pdf. Extended to 20210115: https://covid19.alaska.gov/wp-content/uploads/2020/12/Outbreak-Health-Order-No-6-International-and-Interstate-Travel-DD3.pdf.",https://gov.alaska.gov/home/covid19-healthmandates/,20201218,Updated DateExpiry and PolicyCodingNotes ,0
524,2,AK,Alaska,NEBusinessClose,1,1,0,,,,,,,,,,20200327,20200328,,20200424,20200522,,,In effect as of 5 pm on 20200328. The 20200424 order allows non-essential businesses to re-open to in-person services conditional on meeting health and safety mandates https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200524,Updated DateEnded to 20200522,0
524,2,AK,Alaska,StayAtHome,1,1,0,,,,,,,,,,20200327,20200328,,,20200424,,,"In effect as of 5 pm on 20200328. The 20200424 order indicates the following (quote) Individuals are no longer required to stay home as previously required (quote), effectively ending the order. https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEnded as 20200424 order indicates individuals are no longer required to stay at home,0
524,2,AK,Alaska,TravelRestrictIntra,1,1,0,,,,,,,,,,20200327,20200328,,20200424,,,,Travel between communities banned unless for critical personal or infastructure needs. A 20200409 update to health order removed initial expiry. The 20200424 order eased intra-state restrictions https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf ,https://gov.alaska.gov/newsroom/2020/03/27/governor-issues-covid-19-health-mandates-on-social-distancing-limiting-intrastate-travel-2/,20200426,Removed DateExpiry as 20200409 update removed expiry. Added 20200424 as DateEased,0
524,2,AK,Alaska,PublicMask,0,1,0,,,,,,,,,,20200403,20200403,,,,,,"Highly recommended for all Alaskans: wear a cloth face covering in public settings where other social distancing measures are difficult to maintain. On 20200424, strengthened phrasing, (quote) In all gatherings that include multiple households, cloth face coverings should be worn by all participants (quote): https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf",http://dhss.alaska.gov/dph/Epi/id/SiteAssets/Pages/HumanCoV/SOA_04032020_HealthAlert010_ClothFaceCoverings.pdf,20200426,,0
524,2,AK,Alaska,PublicMask,1,1,0,,,,,,,,,Mandate1,20200422,20200424,,,20200522,,,"Requires patrons to wear cloth face coverings when at retail businesses, personal care services (except for being able to be removed for a short time during necessary services - otherwise, must be worn at all other times including when entering and exiting the shop). On pdf page 30 of the mandate, also includes the following under indoor gatherings: (quote) At gatherings including non-household members, cloth face coverings must be worn, when possible. (quote) Coding to a Mandate1 for PublicMaskLevel as it applies to very limited settings. Health Mandate 16 is no longer in effect as on 20200522 with Alaska going to Phase 3: https://gov.alaska.gov/newsroom/2020/05/19/governor-announces-phase-three-of-reopen-alaska-responsibly-plan/",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200721,Added DateEnded of 20200522,0
524,2,AK,Alaska,CaseIsolation,1,1,0,,,,,,,,,,20200424,20200424,,,,,,"(quote) Any family member who is ill with COVID-19 must be immediately isolated in their home or permitted place of residence of isolation (quote). Details how people who exhibit symptoms of COVID-19 must not leave their dwelling within 72 hours of their last fever, and then individuals who have known exposure to indivduals who tested positive for COVID-19 shall self-quarantine for 14 days following the last exposure. Also refers to CDC guidelines https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Fguidance-prevent-spread.html",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200426,,0
524,2,AK,Alaska,GathRestrict,1,1,0,,,20,20,20,20,,,,20200424,20200424,,20200508,,,,"No gathering larger than 20 people is allowed, which includes the minimum number of necessary personnel to facilitate the event, or 25 percent maximum occupancy (whichever is smaller). Gatherings including non-household members, cloth face coverings must be worn, whenver possible. Also applies to religious gatherings.",https://covid19.alaska.gov/wp-content/uploads/2020/04/0425-COVID-MANDATE-016-ALL.pdf,20200803,Updated entry to new gathering system and added numeric variables,0
524,2,AK,Alaska,GathRestrict,1,1,0,,,50,50,50,50,,,,20200507,20200508,,,20200522,,,"Part II of recovery phase includes prohibition on gatherings of 50 or more. Ended 20200522, as as gathering limits became a recommendation https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf",https://covid19.alaska.gov/wp-content/uploads/2020/05/Phased-Reopen-Doc.pdf,20200805,"Removed DateEased and added DateEnded of 20200522, updated entry to new gathering system and added numeric variables",0
524,2,AK,Alaska,TravelRestrictIntra,1,0,0,,,,,,,,,,20200511,20200512,20210115,20200605,,20201121,,"According to Health Mandate 0018: Intrastate Travel Between Communities Located Off The Road System or The Marine Highway System Is Now Permitted, but subject to local travel restrictions. Re-expanded after previous easings, effective 20201121: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-8-Intrastate-Travel.pdf. Extended to 20210115: https://covid19.alaska.gov/wp-content/uploads/2020/12/Outbreak-Health-Order-No-8-Intrastate-Travel-DD3.pdf.",https://covid19.alaska.gov/wp-content/uploads/2020/06/06052020-Phase-III-IV-Mandate-018-Revised-.pdf,20201218,Updated DateExpiry and PolicyCodingNotes ,0
524,2,AK,Alaska,GathRestrict,0,1,0,,,,,,,,,,20200519,20200522,,,,,,Any proposed large public gatherings such as festivals and concerts need to consult first with public health before scheduling.,https://covid19.alaska.gov/wp-content/uploads/2020/05/05192020-Alaskas-Plan-Forward-Final.pdf,20201031,Updated StatePolicy to GathRestrict with a Mandate of 0,0
524,2,AK,Alaska,PublicMask,1,1,0,,,,,,,,,Mandate1,20200722,20200722,,,,,,"(quote) the following workplace policy is being implemented by the Office of the Governor: All employees, contractors, and visitors to State of Alaska facilities must wear a facemask if social distancing of at least six feet or more between individuals cannot be maintained. This applies to entryways, hallways, stairwells, elevators, enclosed parking areas, and personal offices where a six-foot distance cannot be exercised. (quote) Coding to a Mandate1 for PublicMaskLevel as it applies to very limited settings.",http://doa.alaska.gov/dop/fileadmin/DirectorsOffice/COVID19messages/072220_GovernorMemo_FaceCover.htm,20200905,,0
524,2,AK,Alaska,TravelRestrictEntry,1,1,0,,,,,,,,,,20200805,20200811,20210115,,,,,(quote) Any person currently positive with COVID-19 cannot travel to Alaska until they have been released from isolation or cleared for travel by a medical provider or public health agency. (quote) Extended on 20201116: https://covid19.alaska.gov/wp-content/uploads/2020/11/Outbreak-Health-Order-No-6-lnternational-and-Interstate-Travel.pdf. Extended to 20210115: https://covid19.alaska.gov/wp-content/uploads/2020/12/Outbreak-Health-Order-No-6-International-and-Interstate-Travel-DD3.pdf.,https://covid19.alaska.gov/wp-content/uploads/2020/08/08062020-COVID-MANDATE-010-REVISED.pdf,20201218,Updated DateExpiry and PolicyCodingNotes ,0
525,4,AZ,Arizona,EmergDec,1,1,0,,,,,,,,,,20200311,20200311,,,,,,"Public Health Emergency declaration. No formal expiry provided, (quote) will be eligible for termination upon the resolution of the outbreak as determined by the Arizona Department of Health Services (quote)",https://azgovernor.gov/sites/default/files/declaraton_0.pdf,20200324,,1
525,4,AZ,Arizona,SchoolClose,1,1,0,,,,,,,,NoInPerson,,20200315,20200316,,,20200817,,,"Public school closure. Statewide closure of all schools as of 20200320. Extended to the end of the academic year on 20200330 https://azgovernor.gov/governor/news/2020/03/governor-ducey-superintendent-hoffman-announce-extension-school-closures Extended through 20200817 https://azgovernor.gov/file/35148/download?token=jFLDklga Open for Learning plan announced on 20200723 which eases school closures on public and charters, but does not eliminate them completely (quote) all districts shall begin distance learning beginning August 17 (quote) https://azgovernor.gov/governor/news/2020/07/arizona-open-learning",https://azgovernor.gov/governor/news/2020/03/governor-doug-ducey-and-superintendent-kathy-hoffman-announce-closure-arizona,20201128,Added SchoolRestrictLevel,1
525,4,AZ,Arizona,BarRestrict,1,0,0,,,,,,,TakeawayOnly,,,20200319,20200320,,,,,,"Limited operations required (take-away, delivery, etc. only if the proper licenses were provided): bars (for places in counties with COVID19), to be enacted on 20200320. ",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20201128,Added BusinessRestrictLevel,1
525,4,AZ,Arizona,OtherBusinessClose,1,0,0,,,,,,,FullClose,,,20200319,20200320,,,,,,"Closure required: movie theaters, indoor gyms, fitness clubs, bars. In effect at close of business on 20200320. Only applicable to counties with confirmed COVID-19",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20201128,Added BusinessRestrictLevel,1
525,4,AZ,Arizona,RestaurantRestrict,1,0,0,,,,,,,TakeawayOnly,,,20200319,20200320,,,,,,"Limited operations required (take-away, delivery, etc only): restaurants (for places in counties with COVID19), to be enacted on 20200320.",https://azgovernor.gov/sites/default/files/eo_2020-09_3.pdf,20201128,Added BusinessRestrictLevel,1
