location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,DateIssued,DateEnacted,DateExpiry,DateEnded,PolicyCodingNotes,PolicySource,StateWide,LastUpdated,LastUpdatedNotes,,,,,,
526,5,AR,Arkansas,OtherBusinessClose,1,20200323,20200325,,,"Closure required: Barbers, Body Art Establishments, Body Art Schools, Cosmetology Establishments and Massage Therapy Clinics/Spas, and Medical Spas ",https://www.healthy.arkansas.gov/images/uploads/pdf/Barber_Body_Art_Cosmetology_Massage_Therapy_Medical_Spas_Schools_FINAL.pdf,1,20200326,,,,,,,
526,5,AR,Arkansas,StateCurfew,1,,,,,Local curfews are occurring. no additional data at present (as reported in NGA policy doc 03.20.2020: https://www.nga.org/wp-content/uploads/2020/03/CoronavirusTrackingChart_20Mar2020.pdf),https://www.nga.org/wp-content/uploads/2020/03/CoronavirusTrackingChart_20Mar2020.pdf,0,20200409,Confirmed existing local curfews are mandates,,,,,,
526,5,AR,Arkansas,GathRestrict10,1,20200326,20200327,,,Not expiry issued yet,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-10._.pdf,1,20200329,,,,,,,
526,5,AR,Arkansas,TravelRestrictEntry,1,20200404,20200406,,,Commercial lodging facilities no longer allowed to house commercial clients,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-13._.pdf,1,20200407,,,,,,,
527,6,CA,California,EmergDec,1,20200304,20200304,,,,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.4.20-Coronavirus-SOE-Proclamation.pdf,1,20200324,,,,,,,
527,6,CA,California,GathRestrict250,1,20200311,20200311,,,,https://www.gov.ca.gov/2020/03/11/california-public-health-experts-mass-gatherings-should-be-postponed-or-canceled-statewide-to-slow-the-spread-of-covid-19/,1,20200411,Updated source (link dead),,,,,,
527,6,CA,California,GathRestrictAny,1,20200311,20200311,,,,https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/Gathering_Guidance_03.11.20.pdf,1,20200411,Updated source (link dead),,,,,,
527,6,CA,California,RestaurantRestrict,1,20200315,20200315,,,"Closure required: bars, wineries, nightclubs and brewpubs",https://www.cdph.ca.gov/Programs/CID/DCDC/CDPH%20Document%20Library/COVID-19/Coronavirus%20Disease%202019%20and%20Food%20Beverage%20Other%20Services%20-%20AOL.pdf,1,20200411,Updated source (link dead),,,,,,
527,6,CA,California,NEBusinessClose,1,20200319,20200319,,,,https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,1,20200324,,,,,,,
527,6,CA,California,OtherBusinessClose,1,20200319,20200319,,,All businesses close at the time of NEBusinessClosure,https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,1,20200324,,,,,,,
527,6,CA,California,StayAtHome,1,20200319,20200319,,,Issued/enacted immediatedly. Note shelter-in-place and stay-at-home are being treated as equivalent at present,https://covid19.ca.gov/img/Executive-Order-N-33-20.pdf,1,20200324,,,,,,,
527,6,CA,California,SchoolClose,0,20200313,20200313,,,"Local school closures only (according to NGA). From KFF (quote) While the CA governor has not officially mandated the statewide closure of schools, the state's mandatory quarantine order effectively closes all schools. (quote) Not currently coding as school closure mandate since a separate mandate did not occur.",https://www.gov.ca.gov/wp-content/uploads/2020/03/3.13.20-EO-N-26-20-Schools.pdf,0,20200409,Updated mandate status and added enacted date based on EO ,,,,,,
528,8,CO,Colorado,EmergDec,1,20200311,20200311,20200410,,State of Emergency,https://www.colorado.gov/governor/sites/default/files/inline-files/D%202020%20003%20Declaring%20a%20Disaster%20Emergency_1.pdf,1,20200412,Updated source and added expiry ,,,,,,
528,8,CO,Colorado,GathRecomAny,0,20200313,20200313,,,Event guidance from department of public health,https://www.colorado.gov/governor/news/governor-polis-provides-update-states-response-covid-19,1,20200412,Updated policy notes,,,,,,
528,8,CO,Colorado,OtherBusinessClose,1,20200316,20200317,,,"Closure required: gyms, theaters, casinos",https://www.colorado.gov/pacific/sites/default/files/atoms/files/Bars%20Restaurants%20PH%20order.pdf,1,20200324,,,,,,,
528,8,CO,Colorado,RestaurantRestrict,1,20200316,20200317,,,"Limited operations required: restaurants and bars (can have delivery/take-out, off-premise eating only)",https://www.colorado.gov/pacific/sites/default/files/atoms/files/Bars%20Restaurants%20PH%20order.pdf,1,20200324,,,,,,,
528,8,CO,Colorado,GathRestrict10,1,20200318,20200319,,,Effect at midnight 20200319,https://drive.google.com/file/d/1AaKvB7q0LHUfU59bI_q08Lz4rCthailr/view,1,20200324,,,,,,,
528,8,CO,Colorado,GathRestrictAny,1,20200318,20200319,,,Effect at midnight 20200319,https://drive.google.com/file/d/1AaKvB7q0LHUfU59bI_q08Lz4rCthailr/view,1,20200324,,,,,,,
528,8,CO,Colorado,SchoolClose,1,20200318,20200323,20200417,,in effect 20200323,https://drive.google.com/file/d/1Vz5wNvSyEfH7ylr-ZdUqeEJ_vYVw3wdk/view,1,20200412,Added date of expiry,,,,,,
528,8,CO,Colorado,OtherBusinessClose,1,20200319,20200319,20200430,,"Closure required: non-essential personal services facilities, off-track betting facilities",https://assets.documentcloud.org/documents/6815440/Updated-Bars-Restaurants-PH-Order-31920.pdf,1,20200412,Added date of expiry,,,,,,
528,8,CO,Colorado,NEBusinessClose,1,20200325,20200326,20200411,,(quote) I direct all businesses other than those qualified as Critical Businesses to close temporarily (quote),https://drive.google.com/file/d/1O1EDCY6-A6QBKxzDImCSF8bBBdOOI3Km/view,1,20200329,Added date of expiry ,,,,,,
528,8,CO,Colorado,StayAtHome,1,20200325,20200326,20200411,,"Becomes active at 6:00 am on 20200326. (quote) I direct all Coloradans to stay at home, subject to limited exceptions (quote)",https://drive.google.com/file/d/1O1EDCY6-A6QBKxzDImCSF8bBBdOOI3Km/view,1,20200329,Added date of expiry ,,,,,,
529,9,CT,Connecticut,EmergDec,1,20200310,20200310,20200909,,"Declared through at least Sept 9, 2020 ",https://portal.ct.gov/-/media/Office-of-the-Governor/News/20200310-declaration-of-civil-preparedness-and-public-health-emergency.pdf?la=en,1,20200412,Updated policy source and expiry date,,,,,,
529,9,CT,Connecticut,GathRestrict250,1,20200312,20200312,,,Executive order 7,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7.pdf?la=en,1,20200324,,,,,,,
529,9,CT,Connecticut,GathRestrictAny,1,20200312,20200312,,,Executive order 7,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7.pdf?la=en,1,20200324,,,,,,,
529,9,CT,Connecticut,SchoolClose,1,20200315,20200317,20200420,,"Public school school closure issuance, EO 7L extended closure to at least April 20 ",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7C.pdf?la=en,1,20200412,Added date of expiry ,,,,,,
529,9,CT,Connecticut,GathRestrict50,1,20200316,20200316,20200430,,,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,1,20200412,Added date of expiry ,,,,,,
529,9,CT,Connecticut,OtherBusinessClose,1,20200316,20200316,20200430,,"Closure required: gyms, fitness studios, movie theaters",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,1,20200412,Added date of expiry ,,,,,,
529,9,CT,Connecticut,RestaurantRestrict,1,20200316,20200316,20200430,,"Limited operations required: restaurants, bars (only can serve for off-premise consumption)",https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7D.pdf?la=en,1,20200412,Added date of expiry ,,,,,,
529,9,CT,Connecticut,OtherBusinessClose,1,20200318,20200319,20200430,,Closure required: shopping malls and other places of public amusement - EO 7F,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7F.pdf?la=en,1,20200412,Updated policy source,,,,,,
529,9,CT,Connecticut,NEBusinessClose,1,20200320,20200323,20200422,,Non-essential businesses close at 800 pm on 2020323 (EO 7H) ,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,1,20200329,Added date of expiry,,,,,,
529,9,CT,Connecticut,StateCurfew,0,,,,,"Local curfew being recommended, but no documentation of implementation yet (20200316), On 20200325 governor confirms no statewide curfew at press conf.",,0,20200409,Confirmed not statewide,,,,,,
529,9,CT,Connecticut,StayAtHome,0,20200320,20200323,,,Being coded as 0 for mandate as the executive order does not explicitly ask people to stay at home. Press release encourages staying at home,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf?la=en,1,20200331,Updated policy source,,,,,,
530,10,DE,Delaware,EmergDec,1,20200312,20200313,,,Emergency Declaration/Public Health Emergency,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/State-of-Emergency_03122020.pdf,1,20200324,,,,,,,
530,10,DE,Delaware,GathRecomAny,0,20200312,20200313,,,"Within emergency declaration, (quote) Event hosts should review potential risks and cancel all non-essential mass gatherings of 100 people or more. (quote)",https://news.delaware.gov/2020/03/12/governor-carney-declares-state-of-emergency-to-prepare-for-spread-of-coronavirus-covid-19/,1,20200405,Added enactment date and policy notes,,,,,,
530,10,DE,Delaware,SchoolClose,1,20200313,20200313,20200515,,"Public schools closed, expiry extended from March 27 to May 15 on March 23 in letter from governor",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Letter-to-Schools-03.23.2020.pdf,1,20200412,Added expiry dateand updated policy notes,,,,,,
530,10,DE,Delaware,GathRestrict50,1,20200316,20200318,,,"Order issued/approved on March 18, Gath restriction effective March 16",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Second-Modification-to-the-State-of-Emergency.pdf,1,20200412,Updated issue date ,,,,,,
530,10,DE,Delaware,GathRestrictAny,1,20200316,20200316,,,,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Second-Modification-to-the-State-of-Emergency.pdf,1,20200324,,,,,,,
530,10,DE,Delaware,OtherBusinessClose,1,20200316,20200316,,,"Closure required: casinos, bowling alleys, concert events, movie theaters, sports facilities",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Second-Modification-to-the-State-of-Emergency.pdf,1,20200324,,,,,,,
530,10,DE,Delaware,RestaurantRestrict,1,20200316,20200318,,,"Only can do delivery or take-out/no in-person service. Limited operations required: restaurants, brewpubs, taverns, taprooms. Retroactive issuance in March 18 EO",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Second-Modification-to-the-State-of-Emergency.pdf,1,20200412,Updated issue date and policy notes,,,,,,
530,10,DE,Delaware,NEBusinessClose,1,20200322,20200324,,,Fourth modification to state of emergency declaration,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fourth-Modification-to-State-of-Emergency-03222020.pdf,1,20200412,Updated policysource,,,,,,
530,10,DE,Delaware,StayAtHome,1,20200322,20200324,,,Fifth modification of state of emergency declaration,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Fifth-Modification-to-State-of-Emergency-03222020.pdf,1,20200329,Confirmed no time of expiry yet,,,,,,
530,10,DE,Delaware,GathRestrict10,1,20200401,20200402,20200515,,Ninth modification to state of emergency declaration,https://governor.delaware.gov/wp-content/uploads/sites/24/2020/04/Ninth-Modification-to-State-of-Emergency-04012020-1.pdf,1,20200402,,,,,,,
530,10,DE,Delaware,Quarantine,1,20200329,20200330,,,"Seventh modication of State of Emergnecy, any individual entering the state must immediately self-quarantine for 14 days. ",https://governor.delaware.gov/wp-content/uploads/sites/24/2020/03/Seventh-Modification-to-State-of-Emergency-03292020.pdf,1,20200405,Last for duration of state of emergency ,,,,,,
531,11,DC,District of Columbia,EmergDec,1,20200311,20200311,,,Emergency Declaration/Public Health Emergency,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/MO.DeclarationofPublicEmergency03.11.20.pdf,1,20200324,,,,,,,
531,11,DC,District of Columbia,GathRestrict250,1,20200313,20200313,,,,https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/release_content/attachments/DOH_Rulemaking_Mass-Gatherings.pdf,1,20200324,,,,,,,
531,11,DC,District of Columbia,GathRestrictAny,1,20200313,20200313,,,Originally issued from state health department,https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/release_content/attachments/DOH_Rulemaking_Mass-Gatherings.pdf,1,20200324,,,,,,,
531,11,DC,District of Columbia,GathRestrict50,1,20200316,20200316,,,"On 20200320, mayor ordered extension of this executive order",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,1,20200324,,,,,,,
531,11,DC,District of Columbia,OtherBusinessClose,1,20200316,20200317,,,"Closure required: nightclubs, health clubs, spas, massage establishments, theaters. On 20200320, mayor ordered extension of this executive order",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,1,20200324,,,,,,,
531,11,DC,District of Columbia,RestaurantRestrict,1,20200316,20200316,20200401,,"Limited operations: restaurants, taverns - no table seating, can only do delivery and grab-and-go. On 20200320, mayor ordered extension of this executive order",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/publication/attachments/MO-Prohibition-on-Mass-Gatherings-During-Public-Health-Emergency.pdf,1,20200412,Added expiry date,,,,,,
531,11,DC,District of Columbia,SchoolClose,1,20200316,20200316,20200424,,"Schools closed March 16 to April 24, spring break cancelled. ",https://dcps.dc.gov/node/1032672,1,20200412,"Updated PolicySource, issue enact dates, expiry",,,,,,
531,11,DC,District of Columbia,GathRestrict10,1,20200324,20200324,,,,https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-053%20Closure%20of%20Non-Essential%20Businesses%20and%20Prohibiti....pdf,1,20200326,,,,,,,
531,11,DC,District of Columbia,NEBusinessClose,1,20200324,20200325,20200424,,"Issued 20200324, in effect at 10 pm on 20200325",https://mayor.dc.gov/sites/default/files/dc/sites/mayormb/release_content/attachments/Mayor%27s%20Order%202020-053%20Closure%20of%20Non-Essential%20Businesses%20and%20Prohibiti....pdf,1,20200329,Added date of expiry,,,,,,
531,11,DC,District of Columbia,StayAtHome,1,20200330,20200401,20200424,,"(quote) All individuals living in Washington, DC, are order to stay at their place of residence, except as specified in this order (quote)",https://coronavirus.dc.gov/stayhome,1,20200331,,,,,,,
532,12,FL,Florida,EmergDec,1,20200309,20200309,,,,https://www.flgov.com/wp-content/uploads/2020/03/EO-20-52.pdf,1,20200403,"Added 1 to Mandate, had been missing",,,,,,
532,12,FL,Florida,GathRecomAny,0,20200317,20200317,,,"Recommends that people social distance (e.g., follow CDC guidance by limiting gatherings to no more than 10 persons). Not coded as a formal restriction",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-68.pdf,1,20200324,,,,,,,
532,12,FL,Florida,OtherBusinessClose,1,20200317,20200317,,,"Closure required: bars, nightclubs",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-68.pdf,1,20200324,,,,,,,
532,12,FL,Florida,RestaurantRestrict,1,20200317,20200317,,,"On 20200317, 50% capacity ordered. Take-away or off-site premises recommended",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-68.pdf,1,20200325,,,,,,,
532,12,FL,Florida,SchoolClose,1,20200317,20200317,20200415,,Announcement from FL Dept of Education,http://www.fldoe.org/newsroom/latest-news/florida-department-of-education-announces-additional-guidance-for-the-2019-20-school-year.stml,1,20200412,"Added expiry date, updated notes",,,,,,
532,12,FL,Florida,OtherBusinessClose,1,20200320,20200320,,,"Closure required: gyms, fitness centers",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-71.pdf,1,20200324,,,,,,,
532,12,FL,Florida,RestaurantRestrict,1,20200320,20200320,,,Suspends all operations minus delivery or take-out,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-71.pdf,1,20200324,,,,,,,
532,12,FL,Florida,NEBusinessClose,1,20200330,20200330,20200415,,"Restrict public access to non essential businesses, counties include: Miami Dade, Broward,  Palm Beach, Monroe",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-89.pdf,0,20200331,,,,,,,
532,12,FL,Florida,Quarantine,1,20200327,20200327,,,"Mandates 14 day quarantine on people from Louisania, enforced by license plate checks, expiry date when emergency order no longer in effect",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-86.pdf,1,20200331,,,,,,,
532,12,FL,Florida,Quarantine,1,20200324,20200324,,,"Mandates 14 day quarantine on people from New York, New Jersey, and Conneticut, expiry date when emergency order no longer in effect",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-82.pdf,1,20200331,,,,,,,
532,12,FL,Florida,StayAtHome,1,20200401,20200403,20200430,,"Specific clause for senior citizens to take all measures to limit risk of COVID-19. Other persons can access only essential services, including religious, outdoor/recreational and pet/family care responsibilities",https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-91-compressed.pdf,1,20200402,,,,,,,
532,12,FL,Florida,GathRestrict10,1,20200401,20200403,20200430,,Mandates that local jurisdictions prohibit gatherings of ten or more.,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-91-compressed.pdf,1,20200408,,,,,,,
532,12,FL,Florida,GathRestrictAny,1,20200401,20200403,20200430,,Restriction on gatherings of ten or more.,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-91-compressed.pdf,1,20200408,,,,,,,
533,13,GA,Georgia,EmergDec,1,20200314,20200314,,,"Public health emergency declared, extended to May 13 on 20200408 ",https://gov.georgia.gov/document/2020-executive-order/3142002/download,1,20200409,Noted extension by governor,,,,,,
533,13,GA,Georgia,SchoolClose,1,20200316,20200318,,,in effect 20200318,https://gov.georgia.gov/document/2020-executive-order/03162001/download,1,20200324,,,,,,,
533,13,GA,Georgia,GathRestrict10,1,20200323,20200324,,,,https://gov.georgia.gov/document/2020-executive-order/03232001/download,1,20200324,,,,,,,
533,13,GA,Georgia,GathRestrictAny,1,20200323,20200324,,,,https://gov.georgia.gov/document/2020-executive-order/03232001/download,1,20200324,,,,,,,
533,13,GA,Georgia,OtherBusinessClose,1,20200323,20200324,,,"Closure required: bars, nightclubs",https://gov.georgia.gov/document/2020-executive-order/03232001/download,1,20200324,,,,,,,
533,13,GA,Georgia,StayAtHome,1,20200323,20200324,,,"Issued 2020323 shelter in place for specific populations only. (quote) who have serious underlying conditions likely to cause an increased spread of COVID-19, if such persons were to become infected (quote), persons living in nursing homes or long term care, people with chronic lung disease, people undergoing cancer treatment, individuals in the DPH Administrative Order 03.022.20.01",https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,0,20200326,,,,,,,
533,13,GA,Georgia,StayAtHome,1,20200402,20200403,20200414,,Issued 2020401 for 6pm the next day. expires midnight 20200413. Expands previous order to include all residents not only immunocompromised,https://gov.georgia.gov/document/2020-executive-order/04032001/download,1,20200404,Link updated,,,,,,
534,15,HI,Hawaii,GathRestrict100,1,20200315,20200316,,,,https://governor.hawaii.gov/newsroom/latest-news/hidoe-news-release-spring-break-extended-through-march-27-for-all-public-schools/,1,20200324,,,,,,,
534,15,HI,Hawaii,GathRestrictAny,1,20200315,20200316,,,,https://governor.hawaii.gov/newsroom/latest-news/hidoe-news-release-spring-break-extended-through-march-27-for-all-public-schools/,1,20200324,,,,,,,
